2026-06-15T13:31:59.633203,db4/temperature,None
2026-06-15T13:31:59.655854,db4/od,0
2026-06-15T13:31:59.655854,db4/pump/state,off
2026-06-15T13:32:02.102864,db4/temperature,None
2026-06-15T13:32:02.106179,db4/od,0
2026-06-15T13:32:02.108191,db4/pump/state,off
2026-06-15T13:32:04.440001,db4/temperature,None
2026-06-15T13:32:04.444024,db4/od,0
2026-06-15T13:32:04.444024,db4/pump/state,off
2026-06-15T13:32:06.897833,db4/temperature,None
2026-06-15T13:32:06.899516,db4/od,167
2026-06-15T13:32:06.901062,db4/pump/state,off
2026-06-15T13:32:09.254818,db4/temperature,None
2026-06-15T13:32:09.254818,db4/od,459
2026-06-15T13:32:09.260385,db4/pump/state,off
2026-06-15T13:32:14.884474,db4/temperature,None
2026-06-15T13:32:14.884474,db4/od,457
2026-06-15T13:32:14.893019,db4/pump/state,off
2026-06-15T13:32:17.343237,db4/temperature,None
2026-06-15T13:32:17.343237,db4/od,0
2026-06-15T13:32:17.346301,db4/pump/state,off
2026-06-15T13:32:19.595816,db4/temperature,None
2026-06-15T13:32:19.602413,db4/od,0
2026-06-15T13:32:19.605195,db4/pump/state,off
2026-06-15T13:32:22.158086,db4/temperature,None
2026-06-15T13:32:22.161856,db4/od,0
2026-06-15T13:32:22.165671,db4/pump/state,off
2026-06-15T13:32:24.512611,db4/temperature,None
2026-06-15T13:32:24.514677,db4/od,101
2026-06-15T13:32:24.516684,db4/pump/state,off
2026-06-15T13:32:26.828625,db4/temperature,None
2026-06-15T13:32:26.841737,db4/od,459
2026-06-15T13:32:26.841737,db4/pump/state,off
2026-06-15T13:32:29.327928,db4/temperature,None
2026-06-15T13:32:29.327928,db4/od,0
2026-06-15T13:32:29.327928,db4/pump/state,off
2026-06-15T13:32:31.784300,db4/temperature,None
2026-06-15T13:32:31.794101,db4/od,0
2026-06-15T13:32:31.794101,db4/pump/state,off
2026-06-15T13:32:34.239046,db4/temperature,None
2026-06-15T13:32:34.243591,db4/od,0
2026-06-15T13:32:34.243591,db4/pump/state,off
2026-06-15T13:32:36.600039,db4/temperature,None
2026-06-15T13:32:36.603342,db4/od,451
2026-06-15T13:32:36.605538,db4/pump/state,off
2026-06-15T13:32:39.053113,db4/temperature,None
2026-06-15T13:32:39.065950,db4/od,0
2026-06-15T13:32:39.073507,db4/pump/state,off
2026-06-15T13:32:41.412019,db4/temperature,None
2026-06-15T13:32:41.417779,db4/od,0
2026-06-15T13:32:41.423402,db4/pump/state,off
2026-06-15T13:32:43.877841,db4/temperature,None
2026-06-15T13:32:43.880921,db4/od,0
2026-06-15T13:32:43.885460,db4/pump/state,off
2026-06-15T13:32:46.225475,db4/temperature,None
2026-06-15T13:32:46.228835,db4/od,0
2026-06-15T13:32:46.229856,db4/pump/state,off
2026-06-15T13:32:48.677103,db4/temperature,None
2026-06-15T13:32:48.681490,db4/od,458
2026-06-15T13:32:48.681490,db4/pump/state,off
2026-06-15T13:32:51.136873,db4/temperature,None
2026-06-15T13:32:51.139392,db4/od,0
2026-06-15T13:32:51.141431,db4/pump/state,off
2026-06-15T13:32:53.493408,db4/temperature,None
2026-06-15T13:32:53.499729,db4/od,0
2026-06-15T13:32:53.499729,db4/pump/state,off
2026-06-15T13:32:55.850360,db4/temperature,None
2026-06-15T13:32:55.858200,db4/od,0
2026-06-15T13:32:55.866399,db4/pump/state,off
2026-06-15T13:32:58.255805,db4/temperature,None
2026-06-15T13:32:58.263910,db4/od,103
2026-06-15T13:32:58.265439,db4/pump/state,off
2026-06-15T13:33:00.870515,db4/temperature,None
2026-06-15T13:33:00.873590,db4/od,457
2026-06-15T13:33:00.874182,db4/pump/state,off
2026-06-15T13:33:03.124524,db4/temperature,None
2026-06-15T13:33:03.130048,db4/od,0
2026-06-15T13:33:03.130766,db4/pump/state,off
2026-06-15T13:33:05.572440,db4/temperature,None
2026-06-15T13:33:05.575516,db4/od,0
2026-06-15T13:33:05.577054,db4/pump/state,off
2026-06-15T13:33:08.032065,db4/temperature,None
2026-06-15T13:33:08.035666,db4/od,0
2026-06-15T13:33:08.035666,db4/pump/state,off
2026-06-15T13:33:10.405800,db4/temperature,None
2026-06-15T13:33:10.410990,db4/od,407
2026-06-15T13:33:10.410990,db4/pump/state,off
2026-06-15T13:33:12.747554,db4/temperature,None
2026-06-15T13:33:12.752406,db4/od,0
2026-06-15T13:33:12.754432,db4/pump/state,off
2026-06-15T13:33:15.196652,db4/temperature,None
2026-06-15T13:33:15.202355,db4/od,0
2026-06-15T13:33:15.203699,db4/pump/state,off
2026-06-15T13:33:17.527127,db4/temperature,None
2026-06-15T13:33:17.530385,db4/od,0
2026-06-15T13:33:17.537371,db4/pump/state,off
2026-06-15T13:33:20.109266,db4/temperature,None
2026-06-15T13:33:20.119552,db4/od,0
2026-06-15T13:33:20.121731,db4/pump/state,off
2026-06-15T13:33:22.469654,db4/temperature,None
2026-06-15T13:33:22.469654,db4/od,458
2026-06-15T13:33:22.469654,db4/pump/state,off
2026-06-15T13:33:24.923695,db4/temperature,None
2026-06-15T13:33:24.927186,db4/od,0
2026-06-15T13:33:24.930068,db4/pump/state,off
2026-06-15T13:33:27.282190,db4/temperature,None
2026-06-15T13:33:27.283977,db4/od,0
2026-06-15T13:33:27.283977,db4/pump/state,off
2026-06-15T13:33:29.738433,db4/temperature,None
2026-06-15T13:33:29.742645,db4/od,0
2026-06-15T13:33:29.745323,db4/pump/state,off
2026-06-15T13:33:32.095660,db4/temperature,None
2026-06-15T13:33:32.102452,db4/od,62
2026-06-15T13:33:32.105921,db4/pump/state,off
2026-06-15T13:33:34.560417,db4/temperature,None
2026-06-15T13:33:34.566027,db4/od,458
2026-06-15T13:33:34.568046,db4/pump/state,off
2026-06-15T13:33:36.846938,db4/temperature,None
2026-06-15T13:33:36.850149,db4/od,0
2026-06-15T13:33:36.853059,db4/pump/state,off
2026-06-15T13:33:39.363116,db4/temperature,None
2026-06-15T13:33:39.369280,db4/od,0
2026-06-15T13:33:39.371302,db4/pump/state,off
2026-06-15T13:33:41.728159,db4/temperature,None
2026-06-15T13:33:41.728159,db4/od,0
2026-06-15T13:33:41.738591,db4/pump/state,off
2026-06-15T13:33:44.174091,db4/temperature,None
2026-06-15T13:33:44.174091,db4/od,389
2026-06-15T13:33:44.184127,db4/pump/state,off
2026-06-15T13:33:46.632482,db4/temperature,None
2026-06-15T13:33:46.640534,db4/od,0
2026-06-15T13:33:46.642310,db4/pump/state,off
2026-06-15T13:33:48.996326,db4/temperature,24.475524
2026-06-15T13:33:48.998686,db4/od,0
2026-06-15T13:33:49.002241,db4/pump/state,off
2026-06-15T13:33:51.454387,db4/temperature,24.496338
2026-06-15T13:33:51.460752,db4/od,0
2026-06-15T13:33:51.465861,db4/pump/state,off
2026-06-15T13:33:53.909063,db4/temperature,24.550018
2026-06-15T13:33:53.909063,db4/od,0
2026-06-15T13:33:53.909063,db4/pump/state,off
2026-06-15T13:33:56.263202,db4/temperature,24.598266
2026-06-15T13:33:56.267898,db4/od,459
2026-06-15T13:33:56.267898,db4/pump/state,off
2026-06-15T13:33:58.721011,db4/temperature,24.662934
2026-06-15T13:33:58.721011,db4/od,0
2026-06-15T13:33:58.731356,db4/pump/state,off
2026-06-15T13:34:01.108459,db4/temperature,24.628968
2026-06-15T13:34:01.111059,db4/od,0
2026-06-15T13:34:01.113594,db4/pump/state,off
2026-06-15T13:34:03.534999,db4/temperature,24.653076
2026-06-15T13:34:03.537011,db4/od,0
2026-06-15T13:34:03.540040,db4/pump/state,off
2026-06-15T13:34:06.089748,db4/temperature,24.659668
2026-06-15T13:34:06.089748,db4/od,0
2026-06-15T13:34:06.096509,db4/pump/state,off
2026-06-15T13:34:08.344416,db4/temperature,24.630036
2026-06-15T13:34:08.347877,db4/od,459
2026-06-15T13:34:08.348985,db4/pump/state,off
2026-06-15T13:34:10.805330,db4/temperature,24.694732
2026-06-15T13:34:10.809036,db4/od,0
2026-06-15T13:34:10.809036,db4/pump/state,off
2026-06-15T13:34:13.155345,db4/temperature,24.702424
2026-06-15T13:34:13.155345,db4/od,0
2026-06-15T13:34:13.155345,db4/pump/state,off
2026-06-15T13:34:15.621972,db4/temperature,24.661834
2026-06-15T13:34:15.627176,db4/od,0
2026-06-15T13:34:15.628633,db4/pump/state,off
2026-06-15T13:34:17.996791,db4/temperature,24.678314
2026-06-15T13:34:18.001082,db4/od,230
2026-06-15T13:34:18.003024,db4/pump/state,off
2026-06-15T13:34:20.438924,db4/temperature,24.738648
2026-06-15T13:34:20.445462,db4/od,458
2026-06-15T13:34:20.447722,db4/pump/state,off
2026-06-15T13:34:22.887513,db4/temperature,24.7529
2026-06-15T13:34:22.896720,db4/od,0
2026-06-15T13:34:22.898882,db4/pump/state,off
2026-06-15T13:34:25.237226,db4/temperature,24.685974
2026-06-15T13:34:25.242527,db4/od,0
2026-06-15T13:34:25.247956,db4/pump/state,off
2026-06-15T13:34:27.704200,db4/temperature,24.604828
2026-06-15T13:34:27.708717,db4/od,0
2026-06-15T13:34:27.708717,db4/pump/state,off
2026-06-15T13:34:36.778066,db4/temperature,25.271728
2026-06-15T13:34:36.785560,db4/od,454
2026-06-15T13:34:36.785560,db4/pump/state,off
2026-06-15T13:34:39.166346,db4/temperature,25.375274
2026-06-15T13:34:39.170098,db4/od,0
2026-06-15T13:34:39.173425,db4/pump/state,off
2026-06-15T13:34:41.630448,db4/temperature,24.891236
2026-06-15T13:34:41.635852,db4/od,0
2026-06-15T13:34:41.639552,db4/pump/state,off
2026-06-15T13:34:43.979030,db4/temperature,24.905518
2026-06-15T13:34:43.982876,db4/od,0
2026-06-15T13:34:43.986745,db4/pump/state,off
2026-06-15T13:34:46.434181,db4/temperature,25.021972
2026-06-15T13:34:46.439476,db4/od,0
2026-06-15T13:34:46.439476,db4/pump/state,off
2026-06-15T13:34:48.730930,db4/temperature,24.766052
2026-06-15T13:34:48.733342,db4/od,459
2026-06-15T13:34:48.735176,db4/pump/state,off
2026-06-15T13:34:51.249229,db4/temperature,24.621276
2026-06-15T13:34:51.249229,db4/od,0
2026-06-15T13:34:51.252389,db4/pump/state,off
2026-06-15T13:34:53.560469,db4/temperature,24.994506
2026-06-15T13:34:53.564965,db4/od,0
2026-06-15T13:34:53.564965,db4/pump/state,off
2026-06-15T13:34:56.062509,db4/temperature,24.552216
2026-06-15T13:34:56.065260,db4/od,0
2026-06-15T13:34:56.065260,db4/pump/state,off
2026-06-15T13:34:58.512709,db4/temperature,24.447022
2026-06-15T13:34:58.519755,db4/od,120
2026-06-15T13:34:58.519755,db4/pump/state,off
2026-06-15T13:35:00.875129,db4/temperature,24.25003
2026-06-15T13:35:00.875129,db4/od,459
2026-06-15T13:35:00.875129,db4/pump/state,off
